id,url,status,chrome,error,redirections
1,https://xtjgjju.cn/?_encoding=UTF8&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=&amp;action=sign-in&amp;path=home&amp;ref_=nav_Account&amp;signIn=1&amp;useRedirectOnSuccess=1#/,1,False,False,0
2,error,1,False,False,0
3,https://myattserv0-967f.temp0-onlineserv09net.workers.dev/,1,True,False,1
4,https://fbnf31.wixsite.com/my-site-1,1,True,False,1
5,https://review-user-data-form.vercel.app/,1,True,False,1
6,https://empresaslnterbark-logln-peru.conustaa.rest/home/,1,True,True,1
7,https://empresaslnterbark-logln-peru.conustaa.rest/login.php,1,True,True,1
8,https://wvw-vialbpc.com-eu.site/,1,False,True,0
9,https://4o8bw1u.duckdns.org,1,True,False,1
10,https://yyxhdxx.duckdns.org,1,False,True,0
11,https://6obvdk3i.duckdns.org,1,False,True,0
12,https://u82gmunrp.duckdns.org,1,True,False,1
13,https://49c8u0.duckdns.org,1,False,True,0
14,https://kau5ap.duckdns.org,1,False,True,0
15,https://4prwmzd8.duckdns.org,1,False,True,0
16,https://41a38y4.duckdns.org,1,True,False,1
17,https://uaka57ju.duckdns.org,1,False,True,0
18,https://ttjd1cbm.duckdns.org,1,False,True,0
19,https://retouoeu8.duckdns.org,1,False,True,0
20,https://eqs1w4mf.duckdns.org,1,True,False,1
21,https://ibb463g08.duckdns.org,1,False,True,0
22,https://e2krb6dn.duckdns.org,1,False,True,0
23,https://hmmbbijw4.duckdns.org,1,False,True,0
24,https://1qpqb4phq.duckdns.org,1,False,True,0
25,https://hawb64z.duckdns.org,1,False,True,0
26,https://a.rs6.net/1/pc?ep=5b8393729598874epuSTXS49gVo7xaC9-zLxolB402Gy8qevnuiF-wtxC6eBxivbS7KkJ_nf9rjo9U_yhCW-dj3mRaczjfCTgPCRYCpGG_gil0Flqx-MafZ6MJj9PEc63TCCUYzl3xc9YlQMC8qIq0lZF4krozbWmnYYQYv7HF96pdYQCCVqQRZY3RM&amp;c=#yvergara@bibank.com.pa,1,False,False,0
27,https://attsdnbf.weebly.com/,1,True,False,1
28,https://2som5m9.duckdns.org,1,False,True,0
29,https://i7pml9wl.duckdns.org,1,False,True,0
30,https://fubyy9n.duckdns.org,1,False,True,0
31,https://rp9141pph.duckdns.org,1,True,False,1
32,https://z68wpen0u.duckdns.org,1,False,True,0
33,https://65falfj.duckdns.org,1,False,True,0
34,https://k8l84ux4v.duckdns.org,1,False,True,0
35,https://2yuahb.duckdns.org,1,False,True,0
36,https://p6yjzej8j.duckdns.org,1,False,True,0
37,https://docs.google.com/presentation/d/e/2PACX-1vQjAssUhXATgvtQdsKYW2K-k3Zhe4hFUA1IQ1TsUazezpYXnO6TnCUOKGYaF0BQD9WruwXxDZ9ro8Ka/pub?start=false&amp;loop=false&amp;delayms=3000,1,False,False,0
38,https://plataformadigitalwebpe.click/,1,True,False,1
39,https://www.agov-access.com,1,False,False,0
